timeOpen,Date,timeHigh,timeLow,name,open,high,low,Close,volume,marketCap,timestamp
2/28/25 10:00,2025-03-31T23:59:59.999Z,2/28/25 23:55,2/28/25 13:56,2781,0.6330520000,1.1342680000,0.6267330000,0.6614470000,56071457665.54,23327876095.8,2025-03-31T23:59:59.999Z
1/31/25 10:00,2025-02-28T23:59:59.999Z,1/31/25 12:31,2/1/25 8:10,2781,0.9422290000,0.9560540000,0.5648370000,0.6330510000,30973031822.87,22291301401.66,2025-02-28T23:59:59.999Z
12/31/24 10:00,2025-01-31T23:59:59.999Z,1/7/25 3:13,12/31/24 19:43,2781,0.8437660000,1.1636750000,0.8389260000,0.9422290000,49832751280.59,33153538201.8,2025-01-31T23:59:59.999Z
11/30/24 10:00,2024-12-31T23:59:59.999Z,12/1/24 9:47,12/8/24 10:02,2781,1.0789360000,1.3186810000,0.7658890000,0.8437650000,70279241897.62,29649751231.22,2024-12-31T23:59:59.999Z
10/31/24 10:00,2024-11-30T23:59:59.999Z,11/12/24 20:12,11/1/24 18:00,2781,0.3418460000,1.1470850000,0.3213990000,1.0789420000,77144869344.68,37855435079.76,2024-11-30T23:59:59.999Z
9/30/24 10:00,2024-10-31T23:59:59.999Z,9/30/24 11:15,10/10/24 13:29,2781,0.373214000,0.3856750000,0.3204750000,0.341845000,8451863460.97,11962898421.57,2024-10-31T23:59:59.999Z
8/31/24 10:00,2024-09-30T23:59:59.999Z,9/11/24 11:53,9/2/24 13:03,2781,0.3453510000,0.414669000,0.3051040000,0.373214000,7760998588.25,13043585189.82,2024-09-30T23:59:59.999Z
7/31/24 10:00,2024-08-31T23:59:59.999Z,8/10/24 8:39,8/2/24 8:44,2781,0.3887740000,0.4011770000,0.279886000,0.345352000,9691528348.53,12419047572.38,2024-08-31T23:59:59.999Z
6/30/24 10:00,2024-07-31T23:59:59.999Z,7/7/24 6:04,7/2/24 11:03,2781,0.3921350000,0.4552230000,0.3209550000,0.3887730000,11259722320.12,13961421243.55,2024-07-31T23:59:59.999Z
5/31/24 10:00,2024-06-30T23:59:59.999Z,6/3/24 2:12,6/7/24 13:45,2781,0.4474610000,0.488436000,0.3665770000,0.3921920000,10336844397.43,14021746199.56,2024-06-30T23:59:59.999Z
4/30/24 10:00,2024-05-31T23:59:59.999Z,5/8/24 18:49,4/30/24 18:31,2781,0.4408150000,0.5089680000,0.4195040000,0.4474610000,10877597477.32,15973573206.6,2024-05-31T23:59:59.999Z
3/31/24 10:00,2024-04-30T23:59:59.999Z,3/31/24 10:23,4/5/24 11:30,2781,0.6504270000,0.6509560000,0.4090730000,0.4408120000,15303146277.56,15712031402.85,2024-04-30T23:59:59.999Z
2/29/24 10:00,2024-03-31T23:59:59.999Z,3/5/24 20:24,3/8/24 13:27,2781,0.6554410000,0.8069850000,0.5724960000,0.6504270000,27757085056.8,23147368977.08,2024-03-31T23:59:59.999Z
1/31/24 10:00,2024-02-29T23:59:59.999Z,2/12/24 3:08,2/3/24 0:04,2781,0.4982470000,0.7052800000,0.4750450000,0.6556460000,16348134746.02,23262204982.32,2024-02-29T23:59:59.999Z
12/31/23 10:00,2024-01-31T23:59:59.999Z,12/31/23 21:09,1/9/24 18:24,2781,0.5941870000,0.6367040000,0.4496990000,0.4982560000,15565626301.82,17649982437.41,2024-01-31T23:59:59.999Z
11/30/23 10:00,2023-12-31T23:59:59.999Z,12/5/23 21:58,11/30/23 10:38,2781,0.3758910000,0.6778050000,0.3744830000,0.594205000,26535656638.99,21014927331,2023-12-31T23:59:59.999Z
10/31/23 10:00,2023-11-30T23:59:59.999Z,11/7/23 0:51,10/31/23 16:07,2781,0.2931260000,0.4085250000,0.2853190000,0.3758950000,11376278045.39,13271252962.54,2023-11-30T23:59:59.999Z
9/30/23 10:00,2023-10-31T23:59:59.999Z,10/13/23 0:06,10/8/23 0:44,2781,0.254043000,0.3046140000,0.2406560000,0.2931070000,4966422349.87,10330889179.21,2023-10-31T23:59:59.999Z
8/31/23 10:00,2023-09-30T23:59:59.999Z,9/1/23 19:14,9/4/23 23:39,2781,0.2553680000,0.259466000,0.2376260000,0.254047000,3458695075.51,8925249511.36,2023-09-30T23:59:59.999Z
7/31/23 10:00,2023-08-31T23:59:59.999Z,7/31/23 20:08,8/7/23 3:47,2781,0.3074850000,0.3112680000,0.2457950000,0.255373000,6405804887.99,8956450722.33,2023-08-31T23:59:59.999Z
6/30/23 10:00,2023-07-31T23:59:59.999Z,7/5/23 20:17,7/2/23 16:41,2781,0.2869570000,0.3747100000,0.2770930000,0.3074880000,8553875547.39,10764335265.81,2023-07-31T23:59:59.999Z
5/31/23 10:00,2023-06-30T23:59:59.999Z,6/1/23 18:20,6/4/23 8:30,2781,0.3744140000,0.3817350000,0.2304200000,0.2869560000,9048009353.84,10027878304.91,2023-06-30T23:59:59.999Z
4/30/23 10:00,2023-05-31T23:59:59.999Z,4/30/23 10:45,5/4/23 22:23,2781,0.397281000,0.3977470000,0.3512080000,0.374403000,5991689965.78,13060569781.48,2023-05-31T23:59:59.999Z
3/31/23 10:00,2023-04-30T23:59:59.999Z,4/6/23 10:50,4/1/23 7:48,2781,0.3988800000,0.4605620000,0.372875000,0.3973540000,11362932106.18,13832293738.71,2023-04-30T23:59:59.999Z
2/28/23 10:00,2023-03-31T23:59:59.999Z,3/13/23 6:04,3/4/23 4:45,2781,0.3525260000,0.4079380000,0.2984840000,0.3989230000,12065442906.89,13859662621.37,2023-03-31T23:59:59.999Z
1/31/23 10:00,2023-02-28T23:59:59.999Z,2/6/23 16:18,2/5/23 17:57,2781,0.3908630000,0.4191820000,0.3468960000,0.352454000,10145100887.5,12219933289.19,2023-02-28T23:59:59.999Z
12/31/22 10:00,2023-01-31T23:59:59.999Z,1/12/23 5:17,12/31/22 19:07,2781,0.2464140000,0.3986750000,0.2442450000,0.3909260000,12124133558.85,13523562624.85,2023-01-31T23:59:59.999Z
11/30/22 10:00,2022-12-31T23:59:59.999Z,12/2/22 10:27,12/12/22 19:34,2781,0.3188910000,0.3287560000,0.2403500000,0.2464660000,6299184237.51,8505385897.19,2022-12-31T23:59:59.999Z
10/31/22 10:00,2022-11-30T23:59:59.999Z,11/2/22 8:59,11/9/22 3:47,2781,0.4062890000,0.4362140000,0.2972880000,0.318883000,14410448708.32,10984442289.08,2022-11-30T23:59:59.999Z
9/30/22 10:00,2022-10-31T23:59:59.999Z,10/1/22 17:08,10/8/22 20:24,2781,0.4344290000,0.4372200000,0.330994000,0.4063360000,16115138830.26,13949931881.28,2022-10-31T23:59:59.999Z
8/31/22 10:00,2022-09-30T23:59:59.999Z,9/4/22 7:29,9/11/22 18:38,2781,0.4466770000,0.5234930000,0.4264140000,0.4344140000,21828874967.27,14876397351.68,2022-09-30T23:59:59.999Z
7/31/22 10:00,2022-08-31T23:59:59.999Z,8/5/22 23:15,8/12/22 2:12,2781,0.5170510000,0.5938980000,0.4276820000,0.4466650000,22116550072.84,15076088551.5,2022-08-31T23:59:59.999Z
6/30/22 10:00,2022-07-31T23:59:59.999Z,7/12/22 16:14,7/5/22 13:34,2781,0.4593120000,0.5512180000,0.4064370000,0.5170200000,27857760808.39,17544584313.12,2022-07-31T23:59:59.999Z
5/31/22 10:00,2022-06-30T23:59:59.999Z,6/3/22 14:15,6/7/22 12:13,2781,0.6254170000,0.666099000,0.4234190000,0.4588490000,34841447482.15,15481130857.48,2022-06-30T23:59:59.999Z
4/30/22 10:00,2022-05-31T23:59:59.999Z,5/2/22 2:30,5/5/22 7:18,2781,0.756701000,0.9041110000,0.4065290000,0.6252540000,38224922382.67,21095465849.46,2022-05-31T23:59:59.999Z
